activity_year,county_code,census_tract,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,loan_purpose,loan_amount,hoepa_status,property_value,occupancy_type,income,debt_to_income_ratio
2020,42003,42003523400,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,165000,2,175000,1,94,30%-<36%
2020,42003,42003415001,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,265000,2,335000,1,104,30%-<36%
2020,42003,42003461000,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,125000,3,125000,1,45,20%-<30%
2020,42003,42003101700,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,1,145000,2,155000,1,50,20%-<30%
2020,42003,42003090200,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,265000,2,275000,1,110,20%-<30%
2020,42003,42003518001,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,1,175000,2,175000,1,87,<20%
2020,42003,42003475101,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,205000,2,215000,1,133,20%-<30%
2020,42003,42003110600,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,345000,2,385000,1,131,<20%
2020,42003,42003521301,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,145000,2,175000,1,106,36
2020,42003,42003407002,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,135000,2,145000,1,26,47
2020,42003,42003451101,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,125000,2,155000,1,83,30%-<36%
2020,42003,42003498000,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,135000,2,135000,1,53,30%-<36%
2020,42003,42003413201,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,365000,2,435000,1,175,42
2020,42003,42003474203,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,465000,2,515000,1,237,36
2020,42003,42003496200,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,115000,2,125000,1,41,37
2020,42003,42003523800,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,1,1,125000,2,125000,1,57,38
2020,42003,42003525100,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,325000,2,335000,1,116,30%-<36%
2020,42003,42003422000,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,515000,3,605000,1,229,20%-<30%
2020,42003,42003415002,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,255000,2,315000,1,73,20%-<30%
2020,42003,42003453004,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,205000,2,205000,1,62,50%-60%
2020,42003,42003488100,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,1,155000,2,155000,1,125,20%-<30%
2020,42003,42003478200,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,245000,2,255000,1,134,39
2020,42003,42003437000,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,155000,2,225000,1,37,42
2020,42003,42003475304,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,245000,2,315000,1,86,50%-60%
2020,42003,42003475402,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,295000,2,315000,1,117,49
2020,42003,42003407001,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,275000,2,285000,1,100,50%-60%
2020,42003,42003523400,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,145000,2,155000,1,40,37
2020,42003,42003401300,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,1,95000,2,95000,1,31,50%-60%
2020,42003,42003475304,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,305000,2,385000,1,110,30%-<36%
2020,42003,42003515401,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,205000,2,225000,1,79,37
2020,42003,42003414102,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,145000,2,145000,1,52,41
2020,42003,42003523701,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,1,1,115000,2,145000,1,26,47
2020,42003,42003429600,VA:First Lien,Single Family (1-4 Units):Site-Built,Joint,White,Male,1,1,205000,2,205000,1,46,45
2020,42003,42003429300,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,275000,2,375000,1,103,43
2020,42003,42003459102,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,465000,2,525000,1,150,42
2020,42003,42003110600,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,355000,2,375000,1,183,<20%
2020,42003,42003523800,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,125000,2,125000,1,59,42
2020,42003,42003408002,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,195000,2,285000,1,90,20%-<30%
2020,42003,42003401100,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,135000,2,145000,1,45,43
2020,42003,42003281400,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,1,145000,2,165000,1,49,30%-<36%
2020,42003,42003563900,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,155000,2,155000,1,100,44
2020,42003,42003192000,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,145000,2,155000,1,101,20%-<30%
2020,42003,42003560500,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,195000,2,205000,1,84,20%-<30%
2020,42003,42003470400,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Asian,Male,1,1,225000,2,225000,1,71,47
2020,42003,42003451101,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,1,135000,2,235000,1,56,38
2020,42003,42003401100,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,245000,2,255000,1,114,20%-<30%
2020,42003,42003468800,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,White,Male,1,1,195000,2,195000,1,69,30%-<36%
2020,42003,42003563800,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,1,1,365000,2,385000,1,92,30%-<36%
2020,42003,42003431500,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,165000,2,175000,1,92,38
2020,42003,42003426300,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,185000,2,195000,1,124,20%-<30%
2020,42003,42003526201,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,325000,2,335000,1,127,50%-60%
2020,42003,42003427000,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,175000,2,185000,1,40,30%-<36%
2020,42003,42003488300,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,135000,2,185000,1,84,<20%
2020,42003,42003456003,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,245000,2,255000,1,59,30%-<36%
2020,42003,42003060300,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,1,165000,2,175000,1,54,20%-<30%
2020,42003,42003412002,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,305000,2,375000,1,132,20%-<30%
2020,42003,42003445500,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,1,295000,2,315000,1,80,43
2020,42003,42003413202,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,165000,2,175000,1,45,20%-<30%
2020,42003,42003429300,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,135000,2,175000,1,75,20%-<30%
2020,42003,42003475304,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,1,295000,2,305000,1,105,38
2020,42003,42003475101,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,145000,2,145000,1,73,41
2020,42003,42003453004,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Joint,White,Joint,1,1,185000,2,195000,1,92,30%-<36%
2020,42003,42003141400,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,275000,2,285000,1,139,<20%
2020,42003,42003490002,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,165000,2,215000,1,57,30%-<36%
2020,42003,42003407002,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,185000,2,195000,1,67,30%-<36%
2020,42003,42003459102,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,375000,2,475000,1,122,30%-<36%
2020,42003,42003470502,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,305000,2,325000,1,101,30%-<36%
2020,42003,42003521402,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,245000,2,245000,1,70,42
2020,42003,42003191400,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,145000,2,145000,1,45,30%-<36%
2020,42003,42003426300,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,205000,2,205000,1,73,38
2020,42003,42003470502,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,1,185000,2,225000,1,61,20%-<30%
2020,42003,42003526201,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Race Not Available,Sex Not Available,1,1,215000,2,225000,1,57,50%-60%
2020,42003,42003451101,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,255000,2,315000,1,222,<20%
2020,42003,42003472400,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,1,245000,3,305000,1,51,38
2020,42003,42003408001,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,275000,3,305000,1,60,50%-60%
2020,42003,42003451300,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Female,1,1,215000,2,225000,1,81,42
2020,42003,42003523701,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,135000,2,135000,1,50,20%-<30%
2020,42003,42003459102,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,165000,2,185000,1,62,20%-<30%
2020,42003,42003310200,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,125000,2,135000,1,34,20%-<30%
2020,42003,42003456003,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,245000,2,255000,1,104,20%-<30%
2020,42003,42003475101,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,315000,2,385000,1,60,45
2020,42003,42003407001,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,75000,2,415000,1,94,50%-60%
2020,42003,42003521402,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,235000,2,245000,1,155,38
2020,42003,42003414102,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,305000,2,605000,1,169,20%-<30%
2020,42003,42003463900,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,1,1,115000,2,125000,1,59,47
2020,42003,42003480400,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,135000,2,135000,1,28,40
2020,42003,42003414101,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,225000,2,245000,1,63,30%-<36%
2020,42003,42003414101,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,195000,2,295000,1,43,30%-<36%
2020,42003,42003426300,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,175000,2,215000,1,95,<20%
2020,42003,42003451102,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,195000,2,215000,1,72,49
2020,42003,42003141300,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,1,175000,2,225000,1,62,30%-<36%
2020,42003,42003101400,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,365000,2,455000,1,150,20%-<30%
2020,42003,42003414101,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,1,135000,2,225000,1,34,47
2020,42003,42003523200,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,125000,2,135000,1,50,20%-<30%
2020,42003,42003477200,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,115000,2,175000,1,33,20%-<30%
2020,42003,42003459102,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,145000,2,145000,1,55,39
2020,42003,42003281400,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,125000,2,135000,1,39,20%-<30%
2020,42003,42003455000,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,195000,2,215000,1,86,30%-<36%
2020,42003,42003430100,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,165000,2,165000,1,71,20%-<30%
2020,42003,42003455000,FSA/RHS:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,145000,2,145000,1,70,45
2020,42003,42003474201,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,165000,2,205000,1,62,30%-<36%
2020,42003,42003523100,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Joint,1,1,105000,2,105000,1,53,39
2020,42003,42003423000,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,295000,2,305000,1,117,44
2020,42003,42003521302,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,65000,2,65000,1,19,47
2020,42003,42003411000,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,215000,2,275000,1,141,20%-<30%
2020,42003,42003452000,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,425000,2,455000,1,170,20%-<30%
2020,42003,42003563800,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,185000,2,195000,1,332,30%-<36%
2020,42003,42003417100,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,95000,2,125000,1,18,44
2020,42003,42003523502,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,125000,3,125000,1,79,30%-<36%
2020,42003,42003525200,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,135000,2,165000,1,39,41
2020,42003,42003563800,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,1,265000,2,275000,1,117,20%-<30%
2020,42003,42003469000,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,185000,2,225000,1,74,<20%
2020,42003,42003270800,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,1,225000,2,245000,1,80,45
2020,42003,42003459201,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,235000,2,255000,1,102,20%-<30%
2020,42003,42003320400,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,65000,2,75000,1,51,<20%
2020,42003,42003474202,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,325000,2,385000,1,120,20%-<30%
2020,42003,42003415002,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,195000,2,245000,1,71,44
2020,42003,42003474202,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,305000,2,325000,1,136,44
2020,42003,42003412001,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,405000,2,505000,1,191,41
2020,42003,42003141400,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Joint,Joint,1,1,315000,2,325000,1,271,20%-<30%
2020,42003,42003202300,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,175000,2,175000,1,50,50%-60%
2020,42003,42003474203,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,235000,2,295000,1,132,40
2020,42003,42003427200,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,225000,2,245000,1,113,20%-<30%
2020,42003,42003564100,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,295000,2,365000,1,169,20%-<30%
2020,42003,42003192000,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,165000,2,175000,1,50,49
2020,42003,42003523400,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,105000,2,115000,1,105,<20%
2020,42003,42003320600,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,175000,2,185000,1,61,20%-<30%
2020,42003,42003562800,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,225000,2,235000,1,106,30%-<36%
2020,42003,42003562600,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,145000,2,145000,1,36,47
2020,42003,42003472200,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,185000,2,185000,1,41,40
2020,42003,42003192000,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,95000,2,95000,1,38,20%-<30%
2020,42003,42003490004,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,125000,2,135000,1,69,20%-<30%
2020,42003,42003416000,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,135000,2,175000,1,45,44
2020,42003,42003526202,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,185000,2,185000,1,34,50%-60%
2020,42003,42003290400,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,155000,2,175000,1,38,39
2020,42003,42003479000,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,185000,2,195000,1,70,30%-<36%
2020,42003,42003090300,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Joint,1,1,335000,2,425000,1,185,<20%
2020,42003,42003404000,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,55000,2,65000,1,16,50%-60%
2020,42003,42003473602,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,265000,2,275000,1,197,20%-<30%
2020,42003,42003523600,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,1,455000,2,485000,1,115,48
2020,42003,42003310200,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,White,Male,1,1,95000,2,105000,1,29,42
2020,42003,42003180700,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,355000,2,365000,1,115,20%-<30%
2020,42003,42003459102,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,1,125000,2,235000,1,49,41
2020,42003,42003508000,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,75000,2,75000,1,56,43
2020,42003,42003191700,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,1,145000,2,165000,1,53,20%-<30%
2020,42003,42003413202,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,95000,2,105000,1,48,20%-<30%
2020,42003,42003101100,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,225000,2,225000,1,95,39
2020,42003,42003408002,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,1,245000,2,265000,1,114,<20%
2020,42003,42003451300,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,215000,2,225000,1,54,50%-60%
2020,42003,42003415001,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,365000,2,435000,1,110,41
2020,42003,42003475200,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,255000,2,285000,1,66,38
2020,42003,42003413400,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,205000,2,225000,1,111,30%-<36%
2020,42003,42003408001,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,225000,2,285000,1,119,30%-<36%
2020,42003,42003562400,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,185000,2,185000,1,80,20%-<30%
2020,42003,42003478100,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,1,165000,2,165000,1,51,50%-60%
2020,42003,42003451300,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,515000,2,545000,1,131,30%-<36%
2020,42003,42003413400,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,345000,2,385000,1,102,38
2020,42003,42003488400,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,75000,2,105000,1,59,20%-<30%
2020,42003,42003401100,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,195000,2,195000,1,96,39
2020,42003,42003429600,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,245000,2,255000,1,67,40
2020,42003,42003412001,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,245000,2,255000,1,208,<20%
2020,42003,42003459101,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,295000,2,315000,1,141,30%-<36%
2020,42003,42003429300,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,185000,2,225000,1,53,20%-<30%
2020,42003,42003460002,VA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,1,255000,2,245000,1,74,30%-<36%
2020,42003,42003563000,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,125000,2,145000,1,39,50%-60%
2020,42003,42003523200,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,95000,2,95000,1,41,39
2020,42003,42003426400,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,215000,2,225000,1,50,30%-<36%
2020,42003,42003451102,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,425000,2,475000,1,86,46
2020,42003,42003290200,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,115000,2,125000,1,50,47
